ensgene,length,SRR493366,SRR493367,SRR493368,SRR493369,SRR493370,SRR493371
ENSG00000117010,3039,24,31,36,27,34,30
ENSG00000117016,7235,9,7,9,8,6,6
ENSG00000066136,6068,324,353,507,365,404,498
ENSG00000117013,4183,1,0,1,0,1,1
ENSG00000179862,1316,40,43,59,187,170,264
ENSG00000171793,5462,927,1063,1385,963,1148,1321
ENSG00000171790,4310,6,5,7,8,12,13
ENSG00000010803,4447,339,409,521,337,403,450
ENSG00000204060,2398,0,0,0,0,0,1
ENSG00000127129,1639,0,0,0,0,1,0
ENSG00000127124,14224,176,199,226,100,109,115
ENSG00000044012,597,0,0,0,0,0,0
ENSG00000197273,569,0,0,0,0,0,0
ENSG00000198815,6893,536,634,744,673,806,899
ENSG00000177181,8981,0,0,0,0,0,1
ENSG00000066185,2195,0,0,1,2,0,1
ENSG00000127125,2590,196,193,263,275,306,386
ENSG00000186409,13504,2,2,7,2,5,6
ENSG00000171960,1444,153,184,226,113,172,128
ENSG00000065978,1930,9598,10747,13271,8669,9484,11307
ENSG00000164007,3602,0,0,0,0,0,0
ENSG00000117385,6766,3242,3549,4733,5533,6050,6975
ENSG00000164008,2105,85,83,139,91,106,99
ENSG00000177868,1208,87,94,115,186,218,294
ENSG00000164010,4631,134,154,189,135,174,212
ENSG00000164011,2036,54,69,79,60,71,85
ENSG00000117394,4927,2311,2562,3411,4665,5407,5777
ENSG00000186973,843,0,1,0,1,0,2
ENSG00000117395,3561,1060,1090,1491,686,770,986
ENSG00000243710,5764,6,1,3,3,3,3
ENSG00000179178,2127,0,0,0,0,0,0
ENSG00000253313,1516,1,0,0,0,0,0
ENSG00000066056,6694,52,30,75,20,34,37
ENSG00000117400,2128,0,0,0,0,0,0
ENSG00000117399,2038,713,901,1261,92,123,125
ENSG00000066322,2507,1604,1798,2396,1552,1708,2095
ENSG00000159479,2704,703,778,986,597,699,716
ENSG00000198198,17331,491,446,613,579,563,688
ENSG00000178922,2740,100,111,119,95,92,122
ENSG00000142949,10712,3264,3587,4742,2311,2597,2699
ENSG00000066135,5172,784,843,1119,868,963,1175
ENSG00000126091,4443,154,227,256,148,162,142
ENSG00000117407,2658,3,0,3,3,0,1
ENSG00000117408,5083,647,657,983,775,804,995
ENSG00000132768,2930,295,337,456,235,268,316
ENSG00000117410,3535,954,1109,1329,1976,1992,2338
ENSG00000117411,3772,1228,1436,1766,1014,1111,1229
ENSG00000159214,3554,30,31,39,19,22,35
ENSG00000196517,5159,294,281,424,208,220,222
ENSG00000171872,3131,1,6,4,0,3,1
ENSG00000178028,5599,230,261,334,268,305,296
ENSG00000117419,2642,514,576,695,603,650,730
ENSG00000187147,9687,341,387,485,457,522,644
ENSG00000126106,3635,35,34,51,44,36,67
ENSG00000198520,3166,2,0,3,1,5,5
ENSG00000142945,3646,392,515,625,62,87,72
ENSG00000142937,2847,7166,8337,10197,6557,7437,8243
ENSG00000142959,2047,1,0,2,1,0,1
ENSG00000173846,3479,399,473,585,767,780,960
ENSG00000188396,763,4,7,8,24,20,19
ENSG00000222009,3520,125,142,145,291,294,331
ENSG00000117425,5149,13,13,17,49,64,68
ENSG00000070785,3411,577,634,840,580,700,813
ENSG00000126107,5077,770,870,1227,594,686,776
ENSG00000126088,2908,772,869,1165,1111,1175,1311
ENSG00000162415,6046,5,6,4,34,41,46
ENSG00000186603,1629,6,9,10,1,12,5
ENSG00000132781,3909,55,51,61,59,42,82
ENSG00000132773,2742,83,121,124,96,122,127
ENSG00000070759,3322,17,31,29,88,89,111
ENSG00000280670,2757,13,13,18,9,14,15
ENSG00000132763,5296,84,107,136,54,59,79
ENSG00000117450,1522,3644,4021,4953,4900,5579,6560
ENSG00000117448,3121,635,733,926,695,778,905
ENSG00000132780,8304,797,995,1236,762,898,1071
ENSG00000159588,3323,0,1,3,6,5,5
ENSG00000159592,7433,772,860,1150,665,766,919
ENSG00000159596,2439,188,223,269,308,351,370
ENSG00000197429,3705,213,213,310,184,213,208
ENSG00000086015,7877,954,1066,1382,668,797,882
ENSG00000117461,7410,357,413,531,212,259,285
ENSG00000278139,1553,0,0,0,0,0,0
ENSG00000117472,2366,3,4,7,2,3,1
ENSG00000250719,395,0,0,0,0,0,0
ENSG00000085998,6198,974,1064,1376,1241,1364,1623
ENSG00000171357,1854,6,8,12,1,3,8
ENSG00000085999,3212,60,84,110,16,12,10
ENSG00000132128,8606,1694,1918,2532,1908,2211,2513
ENSG00000173660,1408,1257,1315,1652,1338,1443,1652
ENSG00000117481,8468,218,211,282,299,350,421
ENSG00000117480,2776,2,4,1,0,0,3
ENSG00000197587,2896,0,0,0,0,0,0
ENSG00000162456,2810,0,0,0,0,0,0
ENSG00000079277,8070,226,266,317,299,358,361
ENSG00000142961,5916,151,136,156,126,147,192
ENSG00000123472,5677,465,567,713,513,531,607
ENSG00000186118,1490,1,0,1,0,1,0
ENSG00000159658,6285,1557,1824,2196,1220,1427,1598
ENSG00000142973,3460,0,0,0,0,0,0
ENSG00000187048,3890,0,0,0,0,0,0
ENSG00000186377,2548,0,0,0,0,0,0
ENSG00000186160,1996,0,0,0,0,0,0
ENSG00000162365,3859,0,0,0,0,0,0
ENSG00000162366,1438,0,0,0,0,0,0
ENSG00000162367,5700,0,0,0,0,0,0
ENSG00000123473,7291,200,259,362,69,86,93
ENSG00000162368,3844,2465,2795,3529,2612,3333,3481
ENSG00000186790,1981,0,2,0,0,2,1
ENSG00000186564,4675,9,13,21,8,15,15
ENSG00000269113,7034,0,0,0,2,1,1
ENSG00000279096,2640,0,0,0,0,0,0
ENSG00000117834,4535,0,0,0,3,2,0
ENSG00000132122,5939,30,47,72,98,99,131
ENSG00000186094,7462,0,0,0,0,0,0
ENSG00000162373,2138,7,4,5,5,6,2
ENSG00000162374,6963,0,0,0,0,0,0
ENSG00000142700,3225,0,0,0,0,0,1
ENSG00000185104,7545,521,656,784,461,599,696
ENSG00000123080,3318,158,202,310,26,41,43
ENSG00000204006,1105,0,0,0,0,0,0
ENSG00000123091,3122,1856,2230,2720,2845,3286,3802
ENSG00000085831,9362,9,11,15,14,9,11
ENSG00000085832,7440,779,897,1136,215,251,277
ENSG00000117859,9523,770,790,1013,741,898,908
ENSG00000078618,6773,2896,3371,4239,3384,3934,4550
ENSG00000169213,12844,6441,7800,9016,6806,7722,8664
ENSG00000117862,3630,785,892,1057,1002,1151,1366
ENSG00000198841,1714,156,158,222,215,258,296
ENSG00000134717,6022,574,723,820,675,751,865
ENSG00000157077,5809,674,729,1011,718,788,900
ENSG00000154222,7495,550,657,804,603,582,791
ENSG00000085840,3157,78,97,134,18,23,18
ENSG00000134748,5658,483,452,556,575,578,660
ENSG00000134744,16199,370,472,565,465,573,585
ENSG00000116157,1691,24,42,44,25,44,35
ENSG00000182183,2508,0,0,0,0,0,0
ENSG00000162377,4165,341,408,491,161,147,191
ENSG00000162378,8198,811,1008,1225,907,1009,1238
ENSG00000203995,4694,9,16,24,3,9,3
ENSG00000121310,11572,71,88,106,75,104,89
ENSG00000116171,8305,1262,1498,1724,1645,1896,2025
ENSG00000279054,48,0,0,0,0,0,0
ENSG00000174348,4900,162,138,191,208,243,237
ENSG00000162383,5407,2,8,9,8,9,20
ENSG00000157184,3401,128,123,172,89,106,115
ENSG00000162384,4487,226,295,323,207,251,278
ENSG00000162385,1463,221,253,299,223,228,270
ENSG00000157193,10258,194,243,286,183,164,240
ENSG00000143006,2440,0,0,0,0,0,0
ENSG00000174332,3113,44,40,63,48,71,68
ENSG00000058804,5135,493,698,839,201,238,277
ENSG00000058799,2075,290,326,360,415,452,517
ENSG00000211452,2282,2,0,0,1,0,1
ENSG00000081870,3236,141,174,200,190,241,260
ENSG00000116212,2411,446,552,672,411,489,506
ENSG00000203985,2375,0,0,0,0,0,0
ENSG00000116209,9149,1999,2331,2808,4074,4518,5330
ENSG00000116205,12165,167,181,189,153,178,188
ENSG00000157211,3123,0,0,0,0,0,0
ENSG00000256407,2684,0,0,0,0,0,0
ENSG00000215883,6241,30,32,31,13,14,28
ENSG00000116221,2549,1059,1290,1567,960,1094,1230
ENSG00000157216,5227,716,880,992,893,999,1224
ENSG00000162390,9768,30,27,41,18,15,20
ENSG00000162391,2005,1,1,4,1,1,3
ENSG00000184313,9088,0,0,0,0,0,0
ENSG00000271723,7090,0,0,0,0,0,0
ENSG00000243725,3527,28,28,45,21,14,24
ENSG00000162396,2347,50,40,66,37,34,43
ENSG00000006555,6055,0,0,0,0,0,0
ENSG00000162398,1777,0,0,0,0,0,0
ENSG00000116133,4250,2908,3326,4281,1785,1891,2223
ENSG00000143001,1097,0,0,0,0,0,0
ENSG00000162399,3472,0,0,0,0,0,0
ENSG00000169174,4981,7,8,11,19,10,15
ENSG00000162402,11708,1318,1374,1625,1184,1327,1491
ENSG00000162407,5286,867,936,1332,362,467,503
ENSG00000162409,9354,65,67,86,34,56,67
ENSG00000187889,4633,0,1,0,2,0,0
ENSG00000157131,2356,0,0,0,0,0,0
ENSG00000021852,2729,0,0,0,0,0,0
ENSG00000173406,7548,55,61,72,91,142,118
ENSG00000162600,3718,66,57,73,71,84,79
ENSG00000184292,2351,1,0,1,1,1,5
ENSG00000162601,8938,403,475,538,602,725,711
ENSG00000177606,3540,2367,2227,3006,1869,2448,2491
ENSG00000172456,6229,68,67,86,59,91,97
ENSG00000134709,6758,0,0,0,1,0,0
ENSG00000134716,2990,0,0,1,2,1,1
ENSG00000162598,4422,0,0,0,0,0,0
ENSG00000162599,10872,50,39,52,15,11,12
ENSG00000162604,5516,234,284,313,360,413,483
ENSG00000132849,11436,58,68,84,35,41,33
ENSG00000240563,3849,0,0,0,0,0,0
ENSG00000132854,5980,0,0,0,0,0,0
ENSG00000162607,4263,345,552,630,199,284,274
ENSG00000116641,10943,2106,2364,2918,2090,2440,2727
ENSG00000132855,3250,0,1,0,0,1,4
ENSG00000125703,3110,98,128,157,101,139,138
ENSG00000187140,2086,0,0,0,0,0,0
ENSG00000088035,4950,102,123,124,169,176,209
ENSG00000142856,5459,55,80,93,25,33,32
ENSG00000203965,5704,38,21,25,29,31,49
ENSG00000079739,4090,658,767,916,498,596,582
ENSG00000185483,6715,331,367,447,124,167,149
ENSG00000177414,1838,0,1,0,0,0,0
ENSG00000158966,6345,141,139,168,165,144,211
ENSG00000162437,6070,114,128,161,86,85,117
ENSG00000162434,6317,3590,4104,5263,4793,5421,6501
ENSG00000162433,7578,96,104,130,28,37,29
ENSG00000116675,6954,8,7,9,7,11,9
ENSG00000213625,5237,1257,1459,1811,2108,2355,2840
ENSG00000116678,11370,111,145,204,147,177,196
ENSG00000184588,8644,115,141,194,266,298,445
ENSG00000118473,10477,637,734,910,1532,1729,1875
ENSG00000152760,3100,0,3,2,7,3,3
ENSG00000172410,715,0,0,0,0,0,0
ENSG00000152763,6704,30,27,21,56,78,48
ENSG00000198160,8273,475,532,651,881,942,1230
ENSG00000116704,6162,516,617,732,469,530,600
ENSG00000203963,5022,0,0,0,0,0,0
ENSG00000162594,3012,0,0,0,0,0,0
ENSG00000081985,4233,0,0,0,1,0,1
ENSG00000142864,7676,4354,5175,6302,4212,4720,5344
ENSG00000116717,2069,762,889,1118,665,768,855
ENSG00000172380,4724,4724,5756,7096,3518,4216,4740
ENSG00000162595,1973,63,87,111,48,67,68
ENSG00000116729,4469,5309,6143,7729,20702,20025,28293
ENSG00000116745,2610,4,2,7,11,8,15
ENSG00000024526,5904,468,528,682,65,95,105
ENSG00000033122,14652,5,13,15,8,11,10
ENSG00000066557,2884,282,316,364,348,364,421
ENSG00000116754,8473,1607,1717,2370,1966,2396,2620
ENSG00000118454,4595,475,519,624,573,674,814
ENSG00000197568,1222,76,113,123,95,102,143
ENSG00000279230,57,0,0,0,0,0,0
ENSG00000116761,2414,71,62,89,55,69,71
ENSG00000050628,9653,0,0,1,0,2,0
ENSG00000132485,4993,919,1106,1425,951,1115,1252
ENSG00000172260,13417,706,777,984,489,615,657
ENSG00000162620,8759,34,14,32,22,25,19
ENSG00000254685,4180,176,176,233,120,171,183
ENSG00000259030,9358,2,4,8,2,4,2
ENSG00000116783,4719,1,0,0,0,0,0
ENSG00000162621,3859,0,0,0,0,0,0
ENSG00000178965,8779,0,0,0,0,0,0
ENSG00000116791,4085,519,657,761,438,498,586
ENSG00000162623,4616,356,461,523,504,540,699
ENSG00000162624,3977,0,0,0,0,0,0
ENSG00000137968,6299,2,1,1,2,1,4
ENSG00000117054,4783,354,473,493,312,420,438
ENSG00000137955,5913,591,683,802,689,793,943
ENSG00000057468,3266,1,0,0,1,3,0
ENSG00000154007,1107,0,0,0,0,0,0
ENSG00000184005,7237,26,22,35,19,29,42
ENSG00000117069,4263,39,28,46,3,13,11
ENSG00000142892,5513,554,679,782,572,667,769
ENSG00000154027,6919,933,1166,1395,1396,1596,1780
ENSG00000036549,9008,664,686,959,887,907,1090
ENSG00000077254,6918,731,814,1010,1241,1366,1631
ENSG00000180488,9594,515,593,719,815,888,1030
ENSG00000162614,4436,1683,1869,2290,1723,2044,2212
ENSG00000162613,5666,1190,1436,1875,1156,1312,1484
ENSG00000162616,3783,1028,1330,1468,668,848,780
ENSG00000137960,3973,13,14,14,3,3,9
ENSG00000122420,4714,156,150,216,58,95,87
ENSG00000137959,10240,7,7,13,0,5,3
ENSG00000137965,2038,18,25,27,8,22,14
ENSG00000162618,3527,235,268,356,77,118,115
ENSG00000117114,7754,420,429,515,839,954,1121
ENSG00000137941,10543,368,497,537,574,614,777
ENSG00000142875,6730,603,731,909,822,993,1329
ENSG00000203943,3455,6,4,10,5,4,16
ENSG00000137976,1476,0,0,1,0,0,0
ENSG00000117133,1728,317,372,481,517,593,724
ENSG00000174021,1112,1224,1477,1838,1991,2071,2705
ENSG00000117151,6939,215,287,342,297,381,447
ENSG00000117155,8639,525,617,790,1328,1520,1888
ENSG00000171517,3543,8,13,18,122,130,198
ENSG00000153898,3442,10,5,7,5,7,10
ENSG00000162643,3923,39,52,52,106,121,114
ENSG00000055732,6623,0,1,1,4,1,5
ENSG00000097096,6451,78,95,119,45,81,73
ENSG00000162642,3420,247,319,333,334,402,464
ENSG00000142867,2819,403,459,612,624,703,757
ENSG00000153904,4572,3076,3727,4695,1521,2102,1808
ENSG00000142871,2455,7488,9466,12281,2358,3866,3289
ENSG00000117174,6197,548,647,803,663,807,882
ENSG00000171502,9568,84,109,117,161,172,236
ENSG00000122417,10898,304,317,405,424,471,527
ENSG00000137975,4496,3,4,6,59,69,73
ENSG00000016490,3340,0,0,0,0,0,0
ENSG00000016602,3447,0,0,0,0,0,0
ENSG00000097033,6881,1924,2282,2728,1857,2295,2451
ENSG00000183291,2103,1589,1910,2311,1645,2080,2234
ENSG00000153936,7429,633,782,942,841,917,1064
ENSG00000267561,2013,0,0,0,0,0,0
ENSG00000143013,5833,771,948,1097,508,640,689
ENSG00000065243,6897,861,947,1233,448,580,626
ENSG00000137947,2225,240,296,353,403,468,528
ENSG00000137944,2306,257,308,389,259,285,343
ENSG00000213516,5087,129,162,218,112,127,120
ENSG00000117226,4297,530,592,733,574,713,756
ENSG00000117228,4992,849,1084,1287,205,312,265
ENSG00000162645,6276,110,134,191,23,39,35
ENSG00000213512,2454,0,0,0,1,0,0
ENSG00000162654,6127,0,0,0,3,3,1
ENSG00000154451,8143,0,0,0,0,0,0
ENSG00000183347,2987,0,0,0,0,0,0
ENSG00000197147,7691,32,40,44,55,69,66
ENSG00000171488,11724,576,784,985,1801,1974,2640
ENSG00000271949,654,0,0,0,0,0,0
ENSG00000171492,4852,491,562,708,384,417,543
ENSG00000162664,10984,395,411,505,414,470,621
ENSG00000143032,1979,0,0,0,0,0,0
ENSG00000122482,7604,507,539,710,817,891,1110
ENSG00000162669,5827,2,3,5,3,3,4
ENSG00000097046,3557,48,71,89,15,21,29
ENSG00000069702,8705,159,171,218,60,72,64
ENSG00000137948,4334,0,0,0,0,0,0
ENSG00000172031,2251,60,65,63,151,140,183
ENSG00000230667,909,4,1,2,1,0,0
ENSG00000189195,1955,7,10,14,7,8,17
ENSG00000069712,4556,66,89,87,49,53,54
ENSG00000203910,1061,0,0,1,0,0,1
ENSG00000174842,2910,101,118,147,143,169,205
ENSG00000122484,17142,320,320,399,372,358,426
ENSG00000162676,3301,4,6,4,3,2,5
ENSG00000067208,8276,684,867,871,476,522,610
ENSG00000122406,2890,7376,8542,10277,7593,8538,9762
ENSG00000154511,3091,309,391,488,336,458,457
ENSG00000143033,5909,179,257,308,422,450,545
ENSG00000117500,9423,1196,1453,1856,1712,1927,2351
ENSG00000122483,5633,125,153,183,71,77,98
ENSG00000117505,10949,1229,1445,1735,1144,1277,1548
ENSG00000137942,5798,375,467,551,392,531,580
ENSG00000137936,5042,624,757,1058,587,671,848
ENSG00000067334,7519,647,777,1014,584,655,802
ENSG00000023909,5420,435,518,594,262,305,333
ENSG00000198691,8201,1,1,4,0,1,4
ENSG00000137962,15524,900,1125,1515,240,329,300
ENSG00000117528,7519,733,905,1167,918,1077,1269
ENSG00000117525,2875,4177,5048,6177,3609,4845,5876
ENSG00000143036,2869,13,12,25,25,29,33
ENSG00000117519,2838,5894,6939,8885,1259,1675,1596
ENSG00000172339,9633,99,138,160,104,114,120
ENSG00000152078,7402,56,52,72,74,61,91
ENSG00000271092,1961,4,3,10,3,4,5
ENSG00000122481,1982,34,24,34,30,27,43
ENSG00000117569,12937,122,125,167,235,269,274
ENSG00000188641,6443,288,297,357,202,236,207
ENSG00000162627,2067,431,470,585,303,397,438
ENSG00000117598,4571,3,5,1,0,0,0
ENSG00000117600,5540,138,135,184,75,95,65
ENSG00000099260,8244,3,6,2,3,2,2
ENSG00000156869,3868,49,58,91,27,35,34
ENSG00000162688,8434,294,354,392,312,450,460
ENSG00000117620,6241,309,466,496,273,348,330
ENSG00000156875,2943,545,680,875,1029,1149,1484
ENSG00000156876,3972,70,87,89,39,50,56
ENSG00000122435,4133,101,117,148,79,86,94
ENSG00000122477,1991,2,3,3,3,7,4
ENSG00000137992,11303,281,294,377,525,567,655
ENSG00000137996,3037,773,857,1056,863,941,1056
ENSG00000079335,5420,38,40,65,71,90,107
ENSG00000181656,3491,1,0,2,5,2,0
ENSG00000162692,6049,633,597,677,144,257,190
ENSG00000162694,4834,650,682,911,632,735,800
ENSG00000162695,8376,664,711,895,660,813,960
ENSG00000117543,2970,210,246,286,221,258,304
ENSG00000170989,3071,119,170,210,113,130,176
ENSG00000118733,4483,0,0,0,0,0,0
ENSG00000060718,8265,544,650,815,608,695,771
ENSG00000185946,6867,70,72,76,92,101,112
ENSG00000240038,7491,10,4,3,9,12,19
ENSG00000243480,1898,0,0,0,0,0,0
ENSG00000237763,2505,0,0,0,0,0,0
ENSG00000174876,2334,0,0,0,0,0,0
ENSG00000187733,1632,0,0,0,0,0,0
ENSG00000198890,2616,332,365,441,385,406,551
ENSG00000162631,9138,53,69,107,25,22,34
ENSG00000134215,7271,12,14,7,4,3,8
ENSG00000085491,6548,924,1041,1219,1231,1386,1647
ENSG00000196427,2586,0,0,0,0,0,0
ENSG00000186086,2947,0,0,0,0,0,0
ENSG00000162636,9355,129,164,202,321,284,399
ENSG00000162639,2426,8,10,15,7,12,15
ENSG00000134186,5817,571,681,810,781,830,968
ENSG00000143107,3332,1,1,1,2,1,0
ENSG00000116266,5895,537,519,660,617,721,824
ENSG00000162641,4915,1,1,1,3,5,2
ENSG00000274068,557,0,0,0,0,0,0
ENSG00000121957,8099,195,247,278,78,92,75
ENSG00000121940,4964,352,408,511,365,362,444
ENSG00000085433,4423,417,483,599,844,882,1037
ENSG00000197780,1400,790,985,1108,1055,1192,1397
ENSG00000215717,4574,782,941,1205,1093,1281,1431
ENSG00000179902,1235,0,3,1,0,0,1
ENSG00000116299,9300,26,22,40,8,25,20
ENSG00000031698,3836,3440,3631,4618,2138,2597,2744
ENSG00000143126,12349,213,262,331,264,263,324
ENSG00000134222,2855,234,295,496,71,96,99
ENSG00000221986,1789,0,0,1,0,3,1
ENSG00000134243,9160,1672,1892,2312,1225,1527,1502
ENSG00000143106,5724,1222,1376,1765,1401,1504,1733
ENSG00000143028,3963,36,39,60,73,88,118
ENSG00000162650,5232,39,53,65,53,58,75
ENSG00000174151,5690,232,330,364,370,399,451
ENSG00000181754,5144,70,83,97,31,40,31
ENSG00000156097,5057,3,1,3,1,0,1
ENSG00000065135,27174,2123,2445,3004,1966,2374,2655
ENSG00000134183,1381,0,0,0,0,0,0
ENSG00000116337,6823,1296,1451,1946,1503,1727,2082
ENSG00000168765,5460,140,184,219,188,197,253
ENSG00000213366,9116,276,282,331,206,230,263
ENSG00000134184,2512,0,0,1,0,0,0
ENSG00000134201,6013,6,10,19,5,12,10
ENSG00000134202,4750,333,421,494,368,536,532
ENSG00000198758,3477,0,0,0,0,0,0
ENSG00000184371,5418,767,865,1080,809,885,974
ENSG00000168710,5113,2104,2301,2907,2428,2732,3048
ENSG00000143093,7352,544,695,830,686,749,816
ENSG00000156150,1859,0,0,0,0,0,0
ENSG00000186150,1478,0,0,0,0,0,0
ENSG00000197106,6644,31,48,56,45,48,55
ENSG00000116396,24423,99,121,155,112,127,120
ENSG00000162775,4670,123,158,187,175,211,231
ENSG00000168679,3167,290,319,354,278,346,383
ENSG00000134248,2388,471,534,668,784,884,999
ENSG00000143125,1338,0,0,1,0,1,0
ENSG00000143105,1588,0,0,0,0,0,0
ENSG00000177301,12344,0,2,4,1,1,1
ENSG00000177272,2569,10,10,11,6,3,1
ENSG00000143119,2080,0,0,0,0,0,0
ENSG00000121931,3621,170,195,235,183,206,243
ENSG00000156171,3138,236,255,316,308,352,441
ENSG00000134255,8413,194,207,287,205,248,277
ENSG00000162777,5515,8,13,8,6,2,2
ENSG00000064886,3295,7,4,3,6,9,8
ENSG00000134216,4632,0,0,0,0,0,0
ENSG00000173947,4261,0,0,0,5,3,6
ENSG00000085465,2567,9,5,12,21,22,25
ENSG00000116455,2805,377,414,612,325,345,421
ENSG00000116459,3383,1542,1849,2197,1784,2019,2231
ENSG00000143110,2768,1,2,0,1,2,2
ENSG00000121933,2283,0,0,1,0,1,1
ENSG00000282608,2687,0,0,0,0,0,0
ENSG00000116473,5532,868,1076,1282,1096,1271,1511
ENSG00000197852,10740,217,226,278,326,330,373
ENSG00000064703,6019,272,317,351,352,401,459
ENSG00000171385,7863,8,8,8,3,2,2
ENSG00000143079,7404,1098,1236,1582,637,697,715
ENSG00000134245,12561,14,17,13,14,17,18
ENSG00000007341,8111,95,123,138,143,157,189
ENSG00000116489,4130,3024,3625,4475,3194,3707,4145
ENSG00000155363,6509,700,790,1027,248,258,294
ENSG00000155366,4028,2987,3230,4254,2577,2930,3234
ENSG00000271810,1078,0,0,0,0,0,0
ENSG00000155367,2874,7,10,11,2,4,4
ENSG00000184599,1282,4,9,11,2,2,1
ENSG00000155380,5312,1263,1397,1744,1319,1488,1711
ENSG00000198799,12456,204,188,207,213,236,254
ENSG00000081026,8180,181,235,302,134,176,199
ENSG00000116793,7170,357,377,518,708,710,984
ENSG00000081019,6819,199,195,255,310,351,397
ENSG00000134242,4503,0,2,3,2,1,3
ENSG00000188761,4251,0,2,0,3,1,0
ENSG00000134262,5369,115,124,161,99,113,131
ENSG00000118655,3940,113,181,207,77,105,124
ENSG00000163349,9280,837,960,1141,1161,1278,1467
ENSG00000116774,2821,740,832,1069,833,886,1002
ENSG00000134207,5104,0,0,0,0,0,0
ENSG00000197323,9574,533,643,722,814,815,1052
ENSG00000116752,1299,345,406,459,303,335,348
ENSG00000175984,7413,41,41,55,21,25,30
ENSG00000116748,2496,0,0,0,0,0,0
ENSG00000213281,4449,1758,2022,2538,2029,2383,2703
ENSG00000009307,5778,9653,11196,14169,11104,12496,14386
ENSG00000052723,5894,524,595,702,783,818,996
ENSG00000198765,4338,0,0,0,0,0,0
ENSG00000134200,537,0,0,0,0,0,0
ENSG00000134198,3410,20,17,13,20,23,28
ENSG00000134259,1047,34,36,47,9,12,15
ENSG00000173218,9062,394,453,595,203,214,243
ENSG00000118729,2769,0,0,0,0,0,0
ENSG00000177551,7541,0,0,0,1,0,1
ENSG00000163393,5292,1,2,1,4,2,5
ENSG00000173212,3256,0,0,0,0,0,0
ENSG00000163399,7261,4004,4452,5810,6019,6378,7838
ENSG00000116815,1783,39,41,60,33,31,33
ENSG00000143061,7400,1,1,0,0,0,2
ENSG00000116824,1679,0,0,0,0,0,0
ENSG00000134247,6352,22,31,31,114,108,127
ENSG00000134256,3828,0,0,0,0,1,0
ENSG00000116830,10181,270,278,366,126,161,170
ENSG00000134253,4368,44,36,42,21,35,26
ENSG00000134258,3027,0,0,0,0,0,0
ENSG00000198162,9667,1516,1777,2156,2212,2722,3068
ENSG00000183508,5751,360,375,410,3628,3657,4631
ENSG00000196505,10496,257,300,355,528,546,687
ENSG00000065183,10275,611,741,881,774,906,995
ENSG00000155761,9552,1,2,0,1,1,4
ENSG00000092607,3806,0,0,0,0,0,0
ENSG00000116874,3847,119,127,179,116,141,198
ENSG00000116882,1877,0,0,0,0,0,0
ENSG00000203859,2336,0,0,0,0,0,0
ENSG00000203857,2443,0,0,0,0,0,0
ENSG00000143067,5041,498,546,710,1259,1445,1773
ENSG00000092621,5622,1851,1839,2413,399,528,434
ENSG00000134240,2571,0,0,0,0,0,0
ENSG00000134193,3493,0,0,0,0,0,0
ENSG00000134249,2963,0,0,0,0,0,0
ENSG00000134250,16804,4625,5396,6373,2080,2434,2699
ENSG00000265808,9034,2150,2446,2994,2431,2770,3158
ENSG00000278882,1133,19,15,25,8,14,18
ENSG00000273136,4899,65,109,103,52,69,87
ENSG00000263353,660,0,0,1,1,0,0
ENSG00000281741,1088,2,2,1,0,0,0
ENSG00000198019,3383,0,0,0,0,0,0
ENSG00000188610,3033,24,29,24,3,6,10
ENSG00000171943,7311,123,137,172,94,116,124
ENSG00000203818,411,0,0,0,0,0,0
ENSG00000263513,2297,8,9,12,3,1,1
ENSG00000271567,785,1,0,0,0,0,0
ENSG00000266338,5306,402,447,570,582,621,792
ENSG00000279782,660,0,0,0,0,0,0
ENSG00000196369,7230,85,73,86,72,71,83
ENSG00000215784,2397,6,14,7,0,3,5
ENSG00000281571,1088,1,3,3,3,2,2
ENSG00000256374,495,0,0,0,0,0,0
ENSG00000162825,18995,50,60,43,50,82,70
ENSG00000117262,5557,62,71,94,61,81,101
ENSG00000174827,2480,14,32,36,11,16,13
ENSG00000117281,3971,7,15,8,6,11,19
ENSG00000265491,11041,1132,1316,1561,1363,1645,1700
ENSG00000186141,2793,578,663,875,609,715,788
ENSG00000186364,1657,17,8,10,10,8,10
ENSG00000131788,4805,703,789,1012,1011,1008,1181
ENSG00000198483,3363,51,64,66,28,32,37
ENSG00000143127,6320,37,57,72,86,94,112
ENSG00000131779,1838,310,351,440,427,498,523
ENSG00000265241,5585,646,732,915,837,892,1201
ENSG00000280778,1095,0,0,0,0,0,0
